source,drugbank_name,target,side_effect_name
DB00915,Amantadine,C0312420,Hypersexuality
DB00915,Amantadine,C0020538,Hypertension
DB00915,Amantadine,C0026826,Hypertonia
DB00915,Amantadine,C0086439,Hypokinesia
DB00915,Amantadine,C0020649,Hypotension
DB00915,Amantadine,C0413252,Hypothermia
DB00915,Amantadine,C0917801,Insomnia
DB00915,Amantadine,C0022107,Irritability
DB00915,Amantadine,C0022568,Keratitis
DB00915,Amantadine,C0023380,Lethargy
DB00915,Amantadine,C0023518,Leukocytosis
DB00915,Amantadine,C0023530,Leukopenia
DB00915,Amantadine,C0011124,Libido decreased
DB00915,Amantadine,C0021177,Libido increased
DB00915,Amantadine,C0220870,Lightheadedness
DB00915,Amantadine,C0085642,Livedo reticularis
DB00915,Amantadine,C0151766,Liver function test abnormal
DB00915,Amantadine,C0162429,Malnutrition
DB00915,Amantadine,C0338831,Mania
DB00915,Amantadine,C0151772,Manic psychosis
DB00915,Amantadine,C0025061,Mediastinal disorder
DB00915,Amantadine,C1306341,Mental disability
DB00915,Amantadine,C0004936,Mental disorder
DB00915,Amantadine,C0235086,Muscle contractions involuntary
DB00915,Amantadine,C0026961,Mydriasis
DB00915,Amantadine,C0231919,Nasal dryness
DB00915,Amantadine,C0027497,Nausea
DB00915,Amantadine,C0262576,Nerve paralysis
DB00915,Amantadine,C0027765,Nervous system disorder
DB00915,Amantadine,C0027769,Nervousness
DB00915,Amantadine,C0027849,Neuroleptic malignant syndrome
DB00915,Amantadine,C0027947,Neutropenia
DB00915,Amantadine,C0028084,Nightmare
DB00915,Amantadine,C0085637,Oculogyric crisis
DB00915,Amantadine,C0013604,Oedema
DB00915,Amantadine,C0085649,Oedema peripheral
DB00915,Amantadine,C0020651,Orthostatic hypotension
DB00915,Amantadine,C0029408,Osteoarthritis
DB00915,Amantadine,C0030252,Palpitations
DB00915,Amantadine,C0030554,Paraesthesia
DB00915,Amantadine,C0522224,Paralysis
DB00915,Amantadine,C1456784,Paranoia
DB00915,Amantadine,C0151836,Paranoid reaction
DB00915,Amantadine,C0030662,Pathological gambling
DB00915,Amantadine,C0349506,Photosensitivity
DB00915,Amantadine,C0162830,Photosensitivity reaction
DB00915,Amantadine,C0033774,Pruritus
DB00915,Amantadine,C0033975,Psychotic disorder
DB00915,Amantadine,C0034063,Pulmonary oedema
DB00915,Amantadine,C0259799,Punctate keratitis
DB00915,Amantadine,C0015230,Rash
DB00915,Amantadine,C0022660,Renal failure acute
DB00915,Amantadine,C0037274,Skin disorder
DB00915,Amantadine,C0234518,Slurred speech
DB00915,Amantadine,C2830004,Somnolence
DB00915,Amantadine,C0085628,Stupor
DB00915,Amantadine,C0854212,Subepithelial opacities
DB00915,Amantadine,C0155002,Sudden visual loss
DB00915,Amantadine,C0424000,Suicidal ideation
DB00915,Amantadine,C0038661,Suicide
DB00915,Amantadine,C0700590,Sweating increased
DB00915,Amantadine,C0039231,Tachycardia
DB00915,Amantadine,C0231835,Tachypnoea
DB00915,Amantadine,C0233494,Tension
DB00915,Amantadine,C0040822,Tremor
DB00915,Amantadine,C0178298,Unspecified disorder of skin and subcutaneous tissue
DB00915,Amantadine,C0041969,Urethral disorder
DB00915,Amantadine,C0042024,Urinary incontinence
DB00915,Amantadine,C0080274,Urinary retention
DB00915,Amantadine,C0042075,Urinary tract disorder
DB00915,Amantadine,C0344232,Vision blurred
DB00915,Amantadine,C0234632,Visual acuity reduced
DB00915,Amantadine,C0547030,Visual disturbance
DB00915,Amantadine,C3665347,Visual impairment
DB00915,Amantadine,C0042963,Vomiting
DB00701,Amprenavir,C0232487,Abdominal discomfort
DB00701,Amprenavir,C0000737,Abdominal pain
DB00701,Amprenavir,C0740651,Abdominal symptom
DB00701,Amprenavir,C0948089,Acute coronary syndrome
DB00701,Amprenavir,C0525045,Affective disorder
DB00701,Amprenavir,C0151905,Alanine aminotransferase increased
DB00701,Amprenavir,C0151479,Amylase increased
DB00701,Amprenavir,C0002994,Angioedema
DB00701,Amprenavir,C0003123,Anorexia
DB00701,Amprenavir,C0151904,Aspartate aminotransferase increased
DB00701,Amprenavir,C0004093,Asthenia
DB00701,Amprenavir,C0853034,Blood creatine phosphokinase increased
DB00701,Amprenavir,C0853692,Blood triglycerides increased
DB00701,Amprenavir,C2225524,Breast enlargement
DB00701,Amprenavir,C0520573,Buffalo hump
DB00701,Amprenavir,C0018799,Cardiac disorder
DB00701,Amprenavir,C0009782,Connective tissue disorder
DB00701,Amprenavir,C0151576,Creatine phosphokinase increased
DB00701,Amprenavir,C0232462,Decreased appetite
DB00701,Amprenavir,C0011570,Depression
DB00701,Amprenavir,C0011581,Depressive disorder
DB00701,Amprenavir,C0011603,Dermatitis
DB00701,Amprenavir,C0011849,Diabetes mellitus
DB00701,Amprenavir,C0011991,Diarrhoea
DB00701,Amprenavir,C0234215,Discomfort
DB00701,Amprenavir,C0013415,Dysthymic disorder
DB00701,Amprenavir,C0014742,Erythema multiforme
DB00701,Amprenavir,C0856151,Fat redistribution
DB00701,Amprenavir,C0015672,Fatigue
DB00701,Amprenavir,C0016204,Flatulence
DB00701,Amprenavir,C0017178,Gastrointestinal disorder
DB00701,Amprenavir,C0687713,Gastrointestinal pain
DB00701,Amprenavir,C0426576,Gastrointestinal symptom NOS
DB00701,Amprenavir,C0018681,Headache
DB00701,Amprenavir,C0019163,Hepatitis B
DB00701,Amprenavir,C0267792,Hepatobiliary disease
DB00701,Amprenavir,C0020433,Hyperbilirubinaemia
DB00701,Amprenavir,C0020443,Hypercholesterolaemia
DB00701,Amprenavir,C0020456,Hyperglycaemia
DB00701,Amprenavir,C0795692,Hyperlactacidaemia
DB00701,Amprenavir,C0020557,Hypertriglyceridaemia
DB00701,Amprenavir,C0020565,Hypertrophy of breast
DB00701,Amprenavir,C0021368,Inflammation
DB00701,Amprenavir,C0021655,Insulin resistance
DB00701,Amprenavir,C0023787,Lipodystrophy
DB00701,Amprenavir,C0877192,Lipodystrophy acquired
DB00701,Amprenavir,C1262113,Lipohypertrophy
DB00701,Amprenavir,C0151766,Liver function test abnormal
DB00701,Amprenavir,C2129214,Loose stools
DB00701,Amprenavir,C0162429,Malnutrition
DB00701,Amprenavir,C0004936,Mental disorder
DB00701,Amprenavir,C0948594,Musculoskeletal discomfort
DB00701,Amprenavir,C0231528,Myalgia
DB00701,Amprenavir,C0027051,Myocardial infarction
DB00701,Amprenavir,C0027121,Myositis
DB00701,Amprenavir,C0027497,Nausea
DB00701,Amprenavir,C0392525,Nephrolithiasis
DB00701,Amprenavir,C0027765,Nervous system disorder
DB00701,Amprenavir,C0027947,Neutropenia
DB00701,Amprenavir,C0029118,Opportunistic infection
DB00701,Amprenavir,C0030554,Paraesthesia
DB00701,Amprenavir,C0521591,Paraesthesia oral
DB00701,Amprenavir,C2939103,Perioral paraesthesia
DB00701,Amprenavir,C0033774,Pruritus
DB00701,Amprenavir,C0015230,Rash
DB00701,Amprenavir,C0035410,Rhabdomyolysis
DB00701,Amprenavir,C0037274,Skin disorder
DB00701,Amprenavir,C0851578,Sleep disorder
DB00701,Amprenavir,C0038325,Stevens-Johnson syndrome
DB00701,Amprenavir,C0438717,Transaminases increased
DB00701,Amprenavir,C0040822,Tremor
DB00701,Amprenavir,C0178298,Unspecified disorder of skin and subcutaneous tissue
DB00701,Amprenavir,C0042963,Vomiting
DB00714,Apomorphine,C0002962,Angina pectoris
DB00714,Apomorphine,C0003467,Anxiety
DB00714,Apomorphine,C0003862,Arthralgia
DB00714,Apomorphine,C0004093,Asthenia
DB00714,Apomorphine,C0004604,Back pain
DB00714,Apomorphine,C0018802,Cardiac failure congestive
DB00714,Apomorphine,C0008031,Chest pain
DB00714,Apomorphine,C0009676,Confusional state
DB00714,Apomorphine,C0009806,Constipation
DB00714,Apomorphine,C0009938,Contusion
DB00714,Apomorphine,C0011175,Dehydration
DB00714,Apomorphine,C0011991,Diarrhoea
DB00714,Apomorphine,C0855242,Disturbance in sexual arousal
DB00714,Apomorphine,C0012833,Dizziness
DB00714,Apomorphine,C0013144,Drowsiness
DB00714,Apomorphine,C0013384,Dyskinesia
DB00714,Apomorphine,C0013404,Dyspnoea
DB00714,Apomorphine,C0013491,Ecchymosis
DB00714,Apomorphine,C0015672,Fatigue
DB00714,Apomorphine,C1443060,Feeling abnormal
DB00714,Apomorphine,C0016382,Flushing
DB00714,Apomorphine,C0018188,Granuloma
DB00714,Apomorphine,C0018524,Hallucination
DB00714,Apomorphine,C0018681,Headache
DB00714,Apomorphine,C0020458,Hyperhidrosis
DB00714,Apomorphine,C0312420,Hypersexuality
DB00714,Apomorphine,C0020649,Hypotension
DB00714,Apomorphine,C0151735,Injection site reaction
DB00714,Apomorphine,C0917801,Insomnia
DB00714,Apomorphine,C0021177,Libido increased
DB00714,Apomorphine,C0041657,Loss of consciousness
DB00714,Apomorphine,C0004936,Mental disorder
DB00714,Apomorphine,C0948594,Musculoskeletal discomfort
DB00714,Apomorphine,C0027441,Nasopharyngitis
DB00714,Apomorphine,C0027497,Nausea
DB00714,Apomorphine,C0013604,Oedema
DB00714,Apomorphine,C0020651,Orthostatic hypotension
DB00714,Apomorphine,C0030196,Pain in extremity
DB00714,Apomorphine,C0030232,Pallor
DB00714,Apomorphine,C0030567,Parkinson's disease
DB00714,Apomorphine,C0853008,Parkinson's disease aggravated
DB00714,Apomorphine,C0030662,Pathological gambling
DB00714,Apomorphine,C0032285,Pneumonia
DB00714,Apomorphine,C0033117,Priapism
DB00714,Apomorphine,C0033774,Pruritus
DB00714,Apomorphine,C0033975,Psychotic disorder
DB00714,Apomorphine,C1260880,Rhinorrhoea
DB00714,Apomorphine,C0036974,Shock
DB00714,Apomorphine,C2830004,Somnolence
DB00714,Apomorphine,C0700590,Sweating increased
DB00714,Apomorphine,C0038999,Swelling
DB00714,Apomorphine,C0039070,Syncope
DB00714,Apomorphine,C0042029,Urinary tract infection
DB00714,Apomorphine,C0042963,Vomiting
DB00714,Apomorphine,C0043387,Yawning
DB00572,Atropine,C0000731,Abdominal distension
DB00572,Atropine,C0000737,Abdominal pain
DB00572,Atropine,C0152198,Accommodation disorder
DB00572,Atropine,C0154946,Acute angle-closure glaucoma
DB00572,Atropine,C0948089,Acute coronary syndrome
DB00572,Atropine,C2364111,Ageusia
DB00572,Atropine,C0085631,Agitation
DB00572,Atropine,C0002622,Amnesia
DB00572,Atropine,C0002792,Anaphylactic shock
DB00572,Atropine,C0002962,Angina pectoris
DB00572,Atropine,C0002994,Angioedema
DB00572,Atropine,C0017605,Angle closure glaucoma
DB00572,Atropine,C0003028,Anhidrosis
DB00572,Atropine,C0003467,Anxiety
DB00572,Atropine,C0003811,Arrhythmia
DB00572,Atropine,C0428974,Arrhythmia supraventricular
DB00572,Atropine,C0004093,Asthenia
DB00572,Atropine,C0004134,Ataxia
DB00572,Atropine,C0085611,Atrial arrhythmia
DB00572,Atropine,C0004238,Atrial fibrillation
DB00572,Atropine,C0004331,Atrioventricular dissociation
DB00572,Atropine,C0575090,Balance disorder
DB00572,Atropine,C0005741,Blepharitis
DB00572,Atropine,C0005743,Blepharoconjunctivitis
DB00572,Atropine,C0456909,Blindness
DB00572,Atropine,C0857257,Bloated feeling
DB00572,Atropine,C0018939,Blood disorder
DB00572,Atropine,C0497247,Blood pressure increased
DB00572,Atropine,C0151539,Blood urea increased
DB00572,Atropine,C0015967,Body temperature increased
DB00572,Atropine,C0232695,Bowel sounds decreased
DB00572,Atropine,C0428977,Bradycardia
DB00572,Atropine,C0018790,Cardiac arrest
DB00572,Atropine,C0751535,Cardiac syncope
DB00572,Atropine,C0007760,Cerebellar syndrome
DB00572,Atropine,C0008031,Chest pain
DB00572,Atropine,C0009024,Clonus
DB00572,Atropine,C0233844,Clumsiness
DB00572,Atropine,C0009421,Coma
DB00572,Atropine,C0009676,Confusional state
DB00572,Atropine,C0009763,Conjunctivitis
DB00572,Atropine,C0009766,Conjunctivitis allergic
DB00572,Atropine,C0854165,Conjunctivitis papillary
DB00572,Atropine,C0009806,Constipation
DB00572,Atropine,C0036572,Convulsion
DB00572,Atropine,C0010520,Cyanosis
DB00572,Atropine,C0152219,Cyclophoria
DB00572,Atropine,C0235238,Cycloplegia
DB00572,Atropine,C0011175,Dehydration
DB00572,Atropine,C0740411,Delayed gastric emptying
DB00572,Atropine,C0011206,Delirium
DB00572,Atropine,C0549249,Depressed level of consciousness
DB00572,Atropine,C0011570,Depression
DB00572,Atropine,C0011603,Dermatitis
DB00572,Atropine,C0011616,Dermatitis contact
DB00572,Atropine,C0011991,Diarrhoea
DB00572,Atropine,C0233407,Disorientation
DB00572,Atropine,C0012833,Dizziness
DB00572,Atropine,C0013144,Drowsiness
DB00572,Atropine,C0314719,Dry eye
DB00572,Atropine,C0043352,Dry mouth
DB00572,Atropine,C0151908,Dry skin
DB00572,Atropine,C0013362,Dysarthria
DB00572,Atropine,C0013378,Dysgeusia
DB00572,Atropine,C0234162,Dysmetria
DB00572,Atropine,C0013395,Dyspepsia
DB00572,Atropine,C0011168,Dysphagia
DB00572,Atropine,C0013404,Dyspnoea
DB00572,Atropine,C0013428,Dysuria
DB00572,Atropine,C0013595,Eczema
DB00572,Atropine,C0429098,Electrocardiogram QRS complex
DB00572,Atropine,C0151878,Electrocardiogram QT prolonged
DB00572,Atropine,C0014394,Enuresis
DB00572,Atropine,C0242350,Erectile dysfunction
DB00572,Atropine,C0041834,Erythema
DB00572,Atropine,C1994994,Excessive thirst
DB00572,Atropine,C0233571,Excitement
DB00572,Atropine,C0034935,Extensor plantar response
DB00572,Atropine,C0340464,Extrasystoles
DB00572,Atropine,C0151827,Eye pain
DB00572,Atropine,C0015672,Fatigue
DB00572,Atropine,C1443060,Feeling abnormal
DB00572,Atropine,C2939147,Feeling hot
DB00572,Atropine,C0016382,Flushing
DB00572,Atropine,C0221384,Follicular conjunctivitis
DB00572,Atropine,C0687713,Gastrointestinal pain
DB00572,Atropine,C1963818,Gastrointestinal sounds abnormal
DB00572,Atropine,C0017168,Gastrooesophageal reflux disease
DB00572,Atropine,C0162119,Haemoglobin decreased
DB00572,Atropine,C0549448,Haemoglobin increased
DB00572,Atropine,C0018524,Hallucination
DB00572,Atropine,C0018681,Headache
DB00572,Atropine,C0237314,Heart rate irregular
DB00572,Atropine,C0018834,Heartburn
DB00572,Atropine,C0231274,Heat intolerance
DB00572,Atropine,C0549363,Hot dry skin
DB00572,Atropine,C0020452,Hyperaemia
DB00572,Atropine,C0020456,Hyperglycaemia
DB00572,Atropine,C0020458,Hyperhidrosis
DB00572,Atropine,C0424295,Hyperkinesia
DB00572,Atropine,C0392676,Hyperpyrexia
DB00572,Atropine,C0151889,Hyperreflexia
DB00572,Atropine,C0020517,Hypersensitivity
DB00572,Atropine,C0026826,Hypertonia
DB00572,Atropine,C0020615,Hypoglycaemia
DB00572,Atropine,C0020620,Hypohidrosis
DB00572,Atropine,C0020621,Hypokalaemia
DB00572,Atropine,C0020625,Hyponatraemia
DB00572,Atropine,C0020649,Hypotension
DB00572,Atropine,C0030446,Ileus paralytic
DB00572,Atropine,C0522063,Impaired gastric emptying
DB00572,Atropine,C0151735,Injection site reaction
DB00572,Atropine,C0917801,Insomnia
DB00572,Atropine,C0728899,Intoxication
DB00572,Atropine,C0234708,Intraocular pressure increased
DB00572,Atropine,C0022107,Irritability
DB00572,Atropine,C0039235,Junctional tachycardia
DB00572,Atropine,C0022568,Keratitis
DB00572,Atropine,C0022575,Keratoconjunctivitis sicca
DB00572,Atropine,C0428895,Labile blood pressure
DB00572,Atropine,C0553668,Labored breathing
DB00572,Atropine,C0235857,Lacrimation decreased
DB00572,Atropine,C0023067,Laryngitis
DB00572,Atropine,C0023066,Laryngospasm
DB00572,Atropine,C0023212,Left ventricular failure
DB00572,Atropine,C0023380,Lethargy
DB00572,Atropine,C0023518,Leukocytosis
DB00572,Atropine,C0041657,Loss of consciousness
DB00572,Atropine,C2981158,Loss of libido
DB00572,Atropine,C0338831,Mania
DB00572,Atropine,C0004936,Mental disorder
DB00572,Atropine,C0231530,Muscle twitching
DB00572,Atropine,C0026961,Mydriasis
DB00572,Atropine,C0027051,Myocardial infarction
DB00572,Atropine,C0027092,Myopia
DB00572,Atropine,C0027424,Nasal congestion
DB00572,Atropine,C0231919,Nasal dryness
DB00572,Atropine,C0027497,Nausea
DB00572,Atropine,C0027769,Nervousness
DB00572,Atropine,C0270327,Nocturnal enuresis
DB00572,Atropine,C0232208,Nodal rhythm
DB00572,Atropine,C0013604,Oedema
DB00572,Atropine,C0026636,Oral disorder
DB00572,Atropine,C0149744,Oral lesion
DB00572,Atropine,C0029408,Osteoarthritis
DB00572,Atropine,C0030193,Pain
DB00572,Atropine,C0030252,Palpitations
DB00572,Atropine,C0522224,Paralysis
DB00572,Atropine,C1456784,Paranoia
DB00572,Atropine,C0031256,Petechiae
DB00572,Atropine,C0085636,Photophobia
DB00572,Atropine,C0032343,Poisoning
DB00572,Atropine,C0033774,Pruritus
DB00572,Atropine,C0033975,Psychotic disorder
DB00572,Atropine,C0855775,Pulmonary function test decreased
DB00572,Atropine,C0034063,Pulmonary oedema
DB00572,Atropine,C0392684,Pulse irregular
DB00572,Atropine,C0429097,QRS complex
DB00572,Atropine,C0015230,Rash
DB00572,Atropine,C0234913,Rash erythematous
DB00572,Atropine,C0221201,Rash macular
DB00572,Atropine,C0423791,Rash maculo-papular
DB00572,Atropine,C1519353,Rash papular
DB00572,Atropine,C0263355,Rash scarlatiniform
DB00572,Atropine,C0235063,Respiratory depression
DB00572,Atropine,C1145670,Respiratory failure
DB00572,Atropine,C0151826,Retrosternal pain
DB00572,Atropine,C0205204,Scab
DB00572,Atropine,C0036974,Shock
DB00572,Atropine,C0701811,Short-term memory loss
DB00572,Atropine,C0039239,Sinus tachycardia
DB00572,Atropine,C0237849,Skin exfoliation
DB00572,Atropine,C0235218,Skin warm
DB00572,Atropine,C0234518,Slurred speech
DB00572,Atropine,C2830004,Somnolence
DB00572,Atropine,C0037822,Speech disorder
DB00572,Atropine,C0233715,Speech impairment NOS
DB00572,Atropine,C0677500,Stinging
DB00572,Atropine,C0038379,Strabismus
DB00572,Atropine,C0241705,Strangury
DB00572,Atropine,C0038450,Stridor
DB00572,Atropine,C0677600,Stridor inspiratory
DB00572,Atropine,C0085628,Stupor
DB00572,Atropine,C0033036,Supraventricular extrasystoles
DB00572,Atropine,C0039240,Supraventricular tachycardia
DB00572,Atropine,C0038990,Sweating
DB00572,Atropine,C0553721,Sweating decreased
DB00572,Atropine,C0038999,Swelling
DB00572,Atropine,C0039070,Syncope
DB00572,Atropine,C0039231,Tachycardia
DB00572,Atropine,C0231835,Tachypnoea
DB00572,Atropine,C0740425,Taste altered
DB00572,Atropine,C1112320,Temperature intolerance
DB00572,Atropine,C0233494,Tension
DB00572,Atropine,C0039971,Thirst
DB00572,Atropine,C0427108,Unsteadiness
DB00572,Atropine,C0152032,Urinary hesitation
DB00572,Atropine,C0080274,Urinary retention
DB00572,Atropine,C0042109,Urticaria
DB00572,Atropine,C0085612,Ventricular arrhythmia
DB00572,Atropine,C0151636,Ventricular extrasystoles
DB00572,Atropine,C0042510,Ventricular fibrillation
DB00572,Atropine,C0152173,Ventricular flutter
DB00572,Atropine,C0042514,Ventricular tachycardia
DB00572,Atropine,C0042571,Vertigo
DB00572,Atropine,C0344232,Vision blurred
DB00572,Atropine,C0234632,Visual acuity reduced
DB00572,Atropine,C0042963,Vomiting
DB00993,Azathioprine,C0232487,Abdominal discomfort
DB00993,Azathioprine,C0000737,Abdominal pain
DB00993,Azathioprine,C0085077,Acute febrile neutrophilic dermatosis
DB00993,Azathioprine,C0085669,Acute leukaemia
DB00993,Azathioprine,C0023467,Acute myeloid leukaemia
DB00993,Azathioprine,C0001824,Agranulocytosis
DB00993,Azathioprine,C0002170,Alopecia
DB00993,Azathioprine,C0002871,Anaemia
DB00993,Azathioprine,C0002886,Anaemia macrocytic
DB00993,Azathioprine,C0002888,Anaemia megaloblastic
DB00993,Azathioprine,C0002874,Aplastic anaemia
DB00993,Azathioprine,C0003811,Arrhythmia
DB00993,Azathioprine,C0003862,Arthralgia
DB00993,Azathioprine,C0004623,Bacterial infection
DB00993,Azathioprine,C0015967,Body temperature increased
DB00993,Azathioprine,C0151773,Bone marrow depression
DB00993,Azathioprine,C0007868,Cervical dysplasia
DB00993,Azathioprine,C0851140,Cervix carcinoma stage 0
DB00993,Azathioprine,C0085593,Chills
DB00993,Azathioprine,C0008370,Cholestasis
DB00993,Azathioprine,C0009319,Colitis
DB00993,Azathioprine,C0010709,Cyst
DB00993,Azathioprine,C0011603,Dermatitis
DB00993,Azathioprine,C0011991,Diarrhoea
DB00993,Azathioprine,C0234215,Discomfort
DB00993,Azathioprine,C0012813,Diverticulitis
DB00993,Azathioprine,C0012833,Dizziness
DB00993,Azathioprine,C0014742,Erythema multiforme
DB00993,Azathioprine,C1443060,Feeling abnormal
DB00993,Azathioprine,C0016579,Formication
DB00993,Azathioprine,C1096250,Gastrointestinal discomfort
DB00993,Azathioprine,C0017178,Gastrointestinal disorder
DB00993,Azathioprine,C0687713,Gastrointestinal pain
DB00993,Azathioprine,C0518015,Haemoglobin
DB00993,Azathioprine,C0019080,Haemorrhage
DB00993,Azathioprine,C0018681,Headache
DB00993,Azathioprine,C0085605,Hepatic failure
DB00993,Azathioprine,C0086565,Hepatic function abnormal
DB00993,Azathioprine,C1306571,Hepatic insufficiency
DB00993,Azathioprine,C0019163,Hepatitis B
DB00993,Azathioprine,C0019193,Hepatitis toxic
DB00993,Azathioprine,C0267792,Hepatobiliary disease
DB00993,Azathioprine,C0151763,Hepatocellular injury
DB00993,Azathioprine,C1333984,Hepatosplenic T-cell lymphoma
DB00993,Azathioprine,C0235378,Hepatotoxicity
DB00993,Azathioprine,C0019360,Herpes zoster
DB00993,Azathioprine,C0019829,Hodgkin's disease
DB00993,Azathioprine,C0152267,Hodgkin's disease lymphocyte depletion type stage unspecified
DB00993,Azathioprine,C1266194,Hodgkin's disease lymphocyte predominance type stage unspecified
DB00993,Azathioprine,C0020517,Hypersensitivity
DB00993,Azathioprine,C0542035,Hypoplasia erythroid
DB00993,Azathioprine,C0020649,Hypotension
DB00993,Azathioprine,C2047937,Ill-defined disorder
DB00993,Azathioprine,C0021053,Immune system disorder
DB00993,Azathioprine,C0009450,Infection
DB00993,Azathioprine,C1384353,Infestation
DB00993,Azathioprine,C0851341,Infestation NOS
